Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"562.45330","Escherichia coli strain EC25",,562,"Complete","EC25",,,,"MLST.Escherichia_coli_1.410,MLST.Escherichia_coli_2.471",,,,"2019-01-21T00:00:00Z",,"PRJNA515159","SAMN10743440","GCA_004088295.1",,"CP035123,CP035124,CP035126,CP035127,CP035128,CP035125",,"Sir Run Run Shaw Hospital, School of Medicine, Zhejiang University",,"Oxford Nanopore GridION; Illumina NextSeq","100.0x","Unicycler v. 0.4.7",1,5,6,5069694,50.658047,5233,4956,,"urine",,"2017-08-17","China","China: Hangzhou",,,,,,"Human, Homo sapiens",,,"Pulmonary infection",,,,,,,,,,,,,,,,"Whole genome sequencing and comparative genomic analysis of carbapenem-resistant Escherichia coli","collected_by:Fang He",99.7,98.7,,,,"Good","2019-07-14T12:26:04.590Z","2019-07-14T12:26:04.590Z"
"562.45389","Escherichia coli strain RS571",,562,"Complete","RS571",,,,"MLST.Escherichia_coli_1.648",,,,"2019-01-25T00:00:00Z",,"PRJNA509034","SAMN10535911","GCA_004114395.1",,"CP034389,CP034390,CP034391,CP034392",,"Cardiff University",,"Oxford Nanopore MiniION","627.0x","Unicycler v. 0.4.6",1,3,4,5348132,50.346157,5468,5164,,"rectal swab",,"16-May-2018","Bangladesh","Bangladesh: Dhaka",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"First report of mcr-1 carried by IncH12 plasmid in Escherichia coli from human normal flora in Bangladesh","sample_type:Pure culture one microbial species",99.9,99.1,,,,"Good","2019-07-14T12:58:17.028Z","2019-07-14T12:58:17.028Z"
"562.45394","Escherichia coli strain BR03-DEC",,562,"Complete","BR03-DEC","ST2179",,,"MLST.Escherichia_coli_2.595,MLST.Escherichia_coli_1.2179",,,,"2019-01-29T00:00:00Z",,"PRJNA511007","SAMN10748446","GCA_004116595.1",,"CP035321",,"Sao Paulo State University",,"Illumina NextSeq","213.0x","A5-miseq v. AUGUST-2016; MeDuSa v. 1.6;",1,,1,5038603,50.764866,5150,4914,,"urine",,"2015","Brazil","Brazil: Botucatu, Sao Paulo State",,,,,,"Human, Homo sapiens",,,"Urinary tract infection",,,,"Resistant;Susceptible","AMR Panel",,,,,,,,,,,"11 uropathogenic Escherichia coli genomes isolated in 'Hospital da Clinicas de Botucatu', Sao Paulo - Brazil","collected_by:Hospital das Clinincas Botucatu",100,98.9,,,,"Good","2019-07-14T12:57:15.958Z","2019-07-14T12:57:15.958Z"
"562.45395","Escherichia coli strain BR07-DEC",,562,"Complete","BR07-DEC","ST2179",,,"MLST.Escherichia_coli_2.595,MLST.Escherichia_coli_1.2179",,,,"2019-01-29T00:00:00Z",,"PRJNA511007","SAMN10748581","GCA_004116695.1",,"CP035322,CP035323,CP035324",,"Sao Paulo State University",,"Illumina NextSeq","254.0x","A5-miseq v. AUGUST-2016; MeDuSa v. 1.6;",1,2,3,5087428,50.744022,5243,5012,,"urine",,"2015","Brazil","Brazil: Botucatu, Sao Paulo State",,,,,,"Human, Homo sapiens",,,"Urinary tract infection",,,,"Resistant;Susceptible;Intermediate","AMR Panel",,,,,,,,,,,"11 uropathogenic Escherichia coli genomes isolated in 'Hospital da Clinicas de Botucatu', Sao Paulo - Brazil","collected_by:Hospital das Clinincas Botucatu",99.9,98.7,,,,"Good","2019-07-14T12:57:40.092Z","2019-07-14T12:57:40.092Z"
"562.45396","Escherichia coli strain BR10-DEC",,562,"Complete","BR10-DEC","ST2509",,,"MLST.Escherichia_coli_1.2509",,,,"2019-01-29T00:00:00Z",,"PRJNA511007","SAMN10748585","GCA_004116795.1",,"CP035360,CP035361,CP035362,CP035363,CP035364,CP035365",,"Sao Paulo State University",,"Illumina NextSeq","259.0x","A5-miseq v. AUGUST-2016; MeDuSa v. 1.6;",1,5,6,5094768,50.76092,5178,4962,,"urine",,"2015","Brazil","Brazil: Botucatu, Sao Paulo State",,,,,,"Human, Homo sapiens",,,"Urinary tract infection",,,,"Susceptible;Resistant","AMR Panel",,,,,,,,,,,"11 uropathogenic Escherichia coli genomes isolated in 'Hospital da Clinicas de Botucatu', Sao Paulo - Brazil","collected_by:Hospital das Clinincas Botucatu",100,98.4,,,,"Good","2019-07-14T13:02:16.502Z","2019-07-14T13:02:16.502Z"
"562.45397","Escherichia coli strain BR12-DEC",,562,"Complete","BR12-DEC","ST410",,,"MLST.Escherichia_coli_2.471,MLST.Escherichia_coli_1.410",,,,"2019-01-29T00:00:00Z",,"PRJNA511007","SAMN10748588","GCA_004116815.1",,"CP035325,CP035326,CP035327,CP035328,CP035329",,"Sao Paulo State University",,"Illumina NextSeq","253.0x","A5-miseq v. AUGUST-2016; MeDuSa v. 1.6;",1,4,5,4848972,50.6427,4986,4748,,"urine",,"2015","Brazil","Brazil: Botucatu, Sao Paulo State",,,,,,"Human, Homo sapiens",,,"Urinary tract infection",,,,"Susceptible;Intermediate;Resistant","AMR Panel",,,,,,,,,,,"11 uropathogenic Escherichia coli genomes isolated in 'Hospital da Clinicas de Botucatu', Sao Paulo - Brazil","collected_by:Hospital das Clinincas Botucatu",99.9,99,,,,"Good","2019-07-14T12:59:10.344Z","2019-07-14T12:59:10.344Z"
"562.45398","Escherichia coli strain BR14-DEC",,562,"Complete","BR14-DEC","ST1193",,,"MLST.Escherichia_coli_1.1193",,,,"2019-01-29T00:00:00Z",,"PRJNA511007","SAMN10748593","GCA_004116855.1",,"CP035330",,"Sao Paulo State University",,"Illumina NextSeq","300.0x","A5-miseq v. AUGUST-2016; MeDuSa v. 1.6;",1,,1,5110451,50.631485,5318,5072,,"urine",,"2015","Brazil","Brazil: Botucatu, Sao Paulo State",,,,,,"Human, Homo sapiens",,,"Urinary tract infection",,,,"Susceptible;Resistant","AMR Panel",,,,,,,,,,,"11 uropathogenic Escherichia coli genomes isolated in 'Hospital da Clinicas de Botucatu', Sao Paulo - Brazil","collected_by:Hospital das Clinincas Botucatu",99.8,98.7,,,,"Good","2019-07-14T12:59:28.451Z","2019-07-14T12:59:28.451Z"
"562.45399","Escherichia coli strain BR25-DEC",,562,"Complete","BR25-DEC","ST641",,,"MLST.Escherichia_coli_2.86,MLST.Escherichia_coli_1.641",,,,"2019-01-29T00:00:00Z",,"PRJNA511007","SAMN10748596","GCA_004116875.1",,"CP035331,CP035332,CP035333,CP035334",,"Sao Paulo State University",,"Illumina NextSeq","325.0x","A5-miseq v. AUGUST-2016; MeDuSa v. 1.6;",1,3,4,4960880,50.518612,5091,4846,,"urine",,"2015","Brazil","Brazil: Botucatu, Sao Paulo State",,,,,,"Human, Homo sapiens",,,"Urinary tract infection",,,,"Susceptible;Resistant","AMR Panel",,,,,,,,,,,"11 uropathogenic Escherichia coli genomes isolated in 'Hospital da Clinicas de Botucatu', Sao Paulo - Brazil","collected_by:Hospital das Clinincas Botucatu",99.9,98.9,,,,"Good","2019-07-14T12:59:25.559Z","2019-07-14T12:59:25.559Z"
"562.45400","Escherichia coli strain BR29-DEC",,562,"Complete","BR29-DEC","ST224",,,"MLST.Escherichia_coli_2.479,MLST.Escherichia_coli_1.224",,,,"2019-01-29T00:00:00Z",,"PRJNA511007","SAMN10748603","GCA_004116895.1",,"CP035339,CP035335,CP035345,CP035346,CP035347,CP035348,CP035336,CP035337,CP035338,CP035340,CP035341,CP035342",,"Sao Paulo State University",,"Illumina NextSeq","264.0x","A5-miseq v. AUGUST-2016; MeDuSa v. 1.6;",1,13,14,5010100,50.818615,5120,4902,,"urine",,"2015","Brazil","Brazil: Botucatu, Sao Paulo State",,,,,,"Human, Homo sapiens",,,"Urinary tract infection",,,,"Susceptible;Resistant;Intermediate","AMR Panel",,,,,,,,,,,"11 uropathogenic Escherichia coli genomes isolated in 'Hospital da Clinicas de Botucatu', Sao Paulo - Brazil","collected_by:Hospital das Clinincas Botucatu",100,98.8,,,,"Good","2019-07-14T12:59:36.634Z","2019-07-14T12:59:36.634Z"
"562.45401","Escherichia coli strain BR32-DEC",,562,"Complete","BR32-DEC","ST617",,,"MLST.Escherichia_coli_1.617",,,,"2019-01-29T00:00:00Z",,"PRJNA511007","SAMN10748605","GCA_004116915.1",,"CP035350,CP035349,CP035351",,"Sao Paulo State University",,"Illumina NextSeq","111.0x","A5-miseq v. AUGUST-2016; MeDuSa v. 1.6;",1,2,3,4848573,50.79566,4954,4715,,"urine",,"2015","Brazil","Brazil: Botucatu, Sao Paulo State",,,,,,"Human, Homo sapiens",,,"Urinary tract infection",,,,"Resistant;Intermediate;Susceptible","AMR Panel",,,,,,,,,,,"11 uropathogenic Escherichia coli genomes isolated in 'Hospital da Clinicas de Botucatu', Sao Paulo - Brazil","collected_by:Hospital das Clinincas Botucatu",100,99.3,,,,"Good","2019-07-14T13:01:22.444Z","2019-07-14T13:01:22.444Z"
"562.45403","Escherichia coli strain BR64-DEC",,562,"Complete","BR64-DEC","ST224",,,"MLST.Escherichia_coli_2.479,MLST.Escherichia_coli_1.224",,,,"2019-01-29T00:00:00Z",,"PRJNA511007","SAMN10748607","GCA_004116935.1",,"CP035354,CP035352,CP035353,CP035355,CP035356,CP035357,CP035358,CP035359",,"Sao Paulo State University",,"Illumina NextSeq","227.0x","A5-miseq v. AUGUST-2016; MeDuSa v. 1.6;",1,7,8,5030024,50.83097,5141,4915,,"urine",,"2015","Brazil","Brazil: Botucatu, Sao Paulo State",,,,,,"Human, Homo sapiens",,,"Urinary tract infection",,,,"Susceptible;Resistant;Intermediate","AMR Panel",,,,,,,,,,,"11 uropathogenic Escherichia coli genomes isolated in 'Hospital da Clinicas de Botucatu', Sao Paulo - Brazil","collected_by:Hospital das Clinincas Botucatu",100,98.9,,,,"Good","2019-07-14T13:05:32.670Z","2019-07-14T13:05:32.670Z"
"562.45404","Escherichia coli strain BR43-DEC",,562,"Complete","BR43-DEC","ST131",,,"MLST.Escherichia_coli_1.131,MLST.Escherichia_coli_2.43",,,,"2019-01-30T00:00:00Z",,"PRJNA511007","SAMN10748606","GCA_004118895.1",,"CP035377,CP035378,CP035379",,"Sao Paulo State University",,"Illumina NextSeq","151.0x","A5-miseq v. AUGUST-2016; MeDuSa v. 1.6;",1,2,3,5161342,50.58899,5377,5155,,"urine",,"2015","Brazil","Brazil: Botucatu, Sao Paulo State",,,,,,"Human, Homo sapiens",,,"Urinary tract infection",,,,"Resistant;Susceptible","AMR Panel",,,,,,,,,,,"11 uropathogenic Escherichia coli genomes isolated in 'Hospital da Clinicas de Botucatu', Sao Paulo - Brazil","collected_by:Hospital das Clinincas Botucatu",99.8,98.7,,,,"Good","2019-07-14T13:02:46.123Z","2019-07-14T13:02:46.123Z"
"562.45430","Escherichia coli strain U13A",,562,"Complete","U13A",,,,"MLST.Escherichia_coli_1.131",,,,"2019-02-03T00:00:00Z",,"PRJNA516747","SAMN10817700","GCA_004135165.1",,"CP035477,CP035478,CP035479,CP035480,CP035481,CP035482,CP035483",,"The University of Queensland",,"PacBio RSII; Illumina NextSeq","120.0x","HGAP v. 2.3.0",1,6,7,5300616,50.77806,5357,5015,,"urine","isolated over a 5-year period (2012-2016) from the urine and feces of a single individual","2013","USA","USA:Utah",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Recurrent urinary tract infections (rUTI) are extremely common, with ~25% of all women who suffer an initial UTI experiencing a recurrence within one year of the original infection. rUTI often occurs when bacteria from the initial infection persist after treatment. Escherichia coli ST131 is a major contributor to hospital and community acquired UTI and is strongly associated with limited treatment options and high rates of recurrence. Here, using a combination of both short and long read sequencing technologies we examined the dynamics of an E. coli ST131 population isolated over a 5-year period (2012-2016) from the urine and feces of a single individual. This longitudinal study provides the first comprehensive, in vivo, genomic analysis of a clonal lineage within a single individual and serves as a valuable resource for understanding how plasmid dynamics contribute to pathogen evolution in a chronic long-term infection.",,99.8,98.8,,,,"Good","2019-07-14T13:15:10.005Z","2019-07-14T13:15:10.005Z"
"562.45431","Escherichia coli strain CRE1",,562,"Complete","CRE1",,,,"MLST.Escherichia_coli_2.58,MLST.Escherichia_coli_1.448",,,,"2019-02-04T00:00:00Z",,"PRJNA508823","SAMN10531472","GCA_004135775.1",,"CP034399,CP034396,CP034397,CP034400,CP034398",,"Chiang Mai University",,"PacBio","158.0x","CANU v. SEP-2018",1,4,5,5270012,50.747948,5489,5107,,"urine",,"June-2014","Thailand","Thailand: Chiang Mai",,,,,,"Homosapiens",,,"Urinary tract infection",,,,,,,,,,,,,,,,"Typing and conjugative transfer of antibiotic resistance plasmids in carbapenem resistant E. coli","collected_by:Maharaj nakorn chiangmai hospital",99.9,97.3,,,,"Good","2019-07-14T13:15:30.102Z","2019-07-14T13:15:30.102Z"
"562.45432","Escherichia coli strain CRE10",,562,"Complete","CRE10",,,,"MLST.Escherichia_coli_2.58,MLST.Escherichia_coli_1.448",,,,"2019-02-04T00:00:00Z",,"PRJNA508865","SAMN10531954","GCA_004135815.1",,"CP034404,CP034401,CP034402,CP034405,CP034403",,"Chiang Mai University",,"PacBio","158.0x","CANU v. SEP-2018",1,4,5,5261183,50.741306,5467,5103,,"stool",,"SEP-2014","Thailand","Thailand: Chiang Mai",,,,,,"Homosapiens",,,"Gastroenteritis",,,,,,,,,,,,,,,,"plasmid resistant antibiotic in carbapenem resistant E. coli","collected_by:Maharaj nakorn Chiang Mai hospital",99.9,97.6,,,,"Good","2019-07-14T13:15:12.981Z","2019-07-14T13:15:12.981Z"
"562.45434","Escherichia coli strain U14A",,562,"Complete","U14A",,,,"MLST.Escherichia_coli_1.131",,,,"2019-02-04T00:00:00Z",,"PRJNA516748","SAMN10836813","GCA_004135915.1",,"CP035516,CP035517,CP035518,CP035519,CP035520,CP035521,CP035522",,"The University of Queensland",,"PacBio RSII; Illumina NextSeq","109.0x","HGAP v. 2.3.0",1,6,7,5300575,50.77702,5357,5020,,"urine","isolated over a 5-year period (2012-2016) from the urine and feces of a single individual","2015","USA","USA:Utah",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Recurrent urinary tract infections (rUTI) are extremely common, with ~25% of all women who suffer an initial UTI experiencing a recurrence within one year of the original infection. rUTI often occurs when bacteria from the initial infection persist after treatment. Escherichia coli ST131 is a major contributor to hospital and community acquired UTI and is strongly associated with limited treatment options and high rates of recurrence. Here, using a combination of both short and long read sequencing technologies we examined the dynamics of an E. coli ST131 population isolated over a 5-year period (2012-2016) from the urine and feces of a single individual. This longitudinal study provides the first comprehensive, in vivo, genomic analysis of a clonal lineage within a single individual and serves as a valuable resource for understanding how plasmid dynamics contribute to pathogen evolution in a chronic long-term infection.",,99.8,98.8,,,,"Good","2019-07-14T13:16:51.583Z","2019-07-14T13:16:51.583Z"
"562.45436","Escherichia coli strain Ec-20Lar",,562,"Complete","Ec-20Lar",,,,"MLST.Escherichia_coli_1.648",,,,"2019-02-05T00:00:00Z",,"PRJNA515400","SAMN10754569","GCA_004138625.1",,"CP035317",,"University Hospital of Larissa",,"PacBio Sequel","533.0x","HGAP v. 4",1,,1,5083560,50.611908,5087,4862,,"Clinical material",,"2018",,"Greece",,,,,,"Human, Homo sapiens",,,"Colonization",,,,,,,,,,,,,,,,"ST648 Escherichia coli from a Greek hospital","collected_by:University Hospital of Larissa",99.9,99,,,,"Good","2019-07-14T13:18:07.199Z","2019-07-14T13:18:07.199Z"
"562.45437","Escherichia coli strain Ec-2Lar",,562,"Complete","Ec-2Lar",,,,"MLST.Escherichia_coli_1.648",,,,"2019-02-05T00:00:00Z",,"PRJNA515400","SAMN10754681","GCA_004138645.1",,"CP035318",,"University Hospital of Larissa",,"PacBio Sequel","576.0x","HGAP v. 4",1,,1,5027515,50.606464,5016,4793,,"Clinical material",,"2018",,"Greece",,,,,,"Human, Homo sapiens",,,"Colonization",,,,,,,,,,,,,,,,"ST648 Escherichia coli from a Greek hospital","collected_by:University Hospital of Larissa",99.7,99,,,,"Good","2019-07-14T13:22:11.830Z","2019-07-14T13:22:11.830Z"
"562.45438","Escherichia coli strain U12A",,562,"Complete","U12A",,,,"MLST.Escherichia_coli_1.131",,,,"2019-02-04T00:00:00Z",,"PRJNA516746","SAMN10817475","GCA_004141955.1",,"CP035476,CP035468,CP035469,CP035470,CP035471,CP035472,CP035473,CP035474,CP035475",,"The University of Queensland",,"PacBio RSII; Illumina NextSeq","80.0x","HGAP v. 2.3.0",1,8,9,5384821,50.761242,5466,5126,,"urine","isolated over a 5-year period (2012-2016) from the urine and feces of a single individual","2012","USA","USA:Utah",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Recurrent urinary tract infections (rUTI) are extremely common, with ~25% of all women who suffer an initial UTI experiencing a recurrence within one year of the original infection. rUTI often occurs when bacteria from the initial infection persist after treatment. Escherichia coli ST131 is a major contributor to hospital and community acquired UTI and is strongly associated with limited treatment options and high rates of recurrence. Here, using a combination of both short and long read sequencing technologies we examined the dynamics of an E. coli ST131 population isolated over a 5-year period (2012-2016) from the urine and feces of a single individual. This longitudinal study provides the first comprehensive, in vivo, genomic analysis of a clonal lineage within a single individual and serves as a valuable resource for understanding how plasmid dynamics contribute to pathogen evolution in a chronic long-term infection.",,99.5,98.5,,,,"Good","2019-07-14T13:20:27.628Z","2019-07-14T13:20:27.628Z"
"562.45584","Escherichia coli strain U15A",,562,"Complete","U15A",,,,"MLST.Escherichia_coli_1.131",,,,"2019-02-13T00:00:00Z",,"PRJNA516749","SAMN10837069","GCA_004193755.1",,"CP035720,CP035721,CP035722,CP035723,CP035724,CP035725,CP035726",,"The University of Queensland",,"PacBio RSII; Illumina NextSeq","108.0x","HGAP v. 2.3.0",1,6,7,5128015,50.851276,5141,4830,,"urine","isolated over a 5-year period (2012-2016) from the urine and feces of a single individual","2015","USA","USA:Utah",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Recurrent urinary tract infections (rUTI) are extremely common, with ~25% of all women who suffer an initial UTI experiencing a recurrence within one year of the original infection. rUTI often occurs when bacteria from the initial infection persist after treatment. Escherichia coli ST131 is a major contributor to hospital and community acquired UTI and is strongly associated with limited treatment options and high rates of recurrence. Here, using a combination of both short and long read sequencing technologies we examined the dynamics of an E. coli ST131 population isolated over a 5-year period (2012-2016) from the urine and feces of a single individual. This longitudinal study provides the first comprehensive, in vivo, genomic analysis of a clonal lineage within a single individual and serves as a valuable resource for understanding how plasmid dynamics contribute to pathogen evolution in a chronic long-term infection.",,99.9,98.8,,,,"Good","2019-07-14T14:23:18.347Z","2019-07-14T14:23:18.347Z"
"562.45678","Escherichia coli strain WCHEC025970",,562,"Complete","WCHEC025970",,,,"MLST.Escherichia_coli_2.2,MLST.Escherichia_coli_1.167",,,,"2019-02-25T00:00:00Z",,"PRJNA418674","SAMN10956393","GCA_004295365.1",,"CP036177,CP036180,CP036181,CP036182,CP036183,CP036184,CP036185,CP036178,CP036179",,"West China Hospital, Sichuan University",,"Illumina HiSeq; Oxford Nanopore MiniION","200.0x","Unicycler v. 0.4.7",1,8,9,5304202,50.582764,5513,5164,,,,"2017-10","China","China: Chengdu, Sichuan",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"The Genome sequencing and assembly of Escherichia spp.","sample_type:Pure culture",99.9,98.7,,,,"Good","2019-07-14T15:02:19.746Z","2019-07-14T15:02:19.746Z"
"562.45679","Escherichia coli strain S65EC",,562,"Complete","S65EC",,,,"MLST.Escherichia_coli_1.131","genotype:ST131",,,"2019-02-26T00:00:00Z",,"PRJNA517996","SAMN10879429","GCA_004299805.1",,"CP036245,CP036244",,"University of Queensland",,"PacBio RSII; Illumina","60.0x","HGAP v. OCT-2017",1,1,2,5334561,50.704002,5349,5029,,"urine",,"Nov-2009",,"Australia",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Uropathogenic E. coli (UPEC) is the major causative pathogen for urinary tract infections. Nearly half of UPEC express hemolysin A, and hemolysin expression is associated with pyelonephritis and urosepsis strains, which indicated its link to increased virulence in UPEC. In this study, we analysed hemolysin production in ST131, and investigated the genes involved in hemolysin production and activity.","sample_type:monoisolate",99.8,98.4,,,,"Good","2019-07-14T15:03:11.308Z","2019-07-14T15:03:11.308Z"
"562.45680","Escherichia coli strain L725",,562,"Complete","L725",,,,"MLST.Escherichia_coli_2.89,MLST.Escherichia_coli_1.2161",,,,"2019-02-26T00:00:00Z",,"PRJNA495097","SAMN10219252","GCA_004301465.1",,"CP036202,CP036205,CP036203,CP036204,CP036206,CP036207",,"Zhejiang University",,"PacBio Sequel","300.0x","SPAdes v. 3.11.1",1,5,6,5069560,50.755962,5130,4911,,"feces",,"21-Jul-2017","China","China: Hangzhou",,,,,,"Human, Homo sapiens",,"32",,,,,,,,,,,,,,,,,"Detection and characterization of Escherichia coli isolates carrying NDM-encoding plasmid","collected_by:Tao Lv",99.9,98.7,,,,"Good","2019-07-14T15:07:08.231Z","2019-07-14T15:07:08.231Z"
"562.45699","Escherichia coli strain BW25113",,562,"Complete","BW25113",,,,"MLST.Escherichia_coli_1.10,MLST.Escherichia_coli_2.262",,,,"2019-03-19T00:00:00Z",,"PRJNA525908","SAMN11080426","GCA_004355105.1",,"CP037857",,"University of Colorado Boulder",,"Illumina NextSeq","123.5x","breseq v. 0.28.1",1,,1,4624857,50.785114,4612,4364,,,,"2017-07-30",,"USA",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"laboratory adaptation studying the amplification and divergence of E. coli proA","sample_type:clone",99.9,99.7,,,,"Good","2019-07-14T15:15:04.478Z","2019-07-14T15:15:04.478Z"
"562.45704","Escherichia coli strain CFSAN027346",,562,"Complete","CFSAN027346",,,,"MLST.Escherichia_coli_1.21,MLST.Escherichia_coli_2.481",,,,"2019-03-20T00:00:00Z",,"PRJNA230969","SAMN10604455","GCA_004358365.1",,"CP037945,CP037946,CP037947",,"FDA/CFSAN",,"PacBio RSII","450x","HGAP v. 3",1,2,3,5761749,50.635685,6228,5874,,"stool",,"1999",,"USA",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Whole genome sequencing of cultured E. coli as part of the US Food and Drug Administration surveillance project for the rapid detection of foodborne contamination events.","collected_by:E. coli Reference Center -Pennsylvania State University, University Park, PA",99.5,98.6,,,,"Good","2019-07-14T15:14:22.893Z","2019-07-14T15:14:22.893Z"
"562.45706","Escherichia coli strain CFSAN027343",,562,"Complete","CFSAN027343",,,,"MLST.Escherichia_coli_1.21,MLST.Escherichia_coli_2.481",,,,"2019-03-20T00:00:00Z",,"PRJNA230969","SAMN10604454","GCA_004358405.1",,"CP037943,CP037944",,"FDA/CFSAN",,"PacBio RSII","400x","HGAP v. 3",1,1,2,5778004,50.67982,6226,5893,,"stool",,"1999",,"Argentina",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Whole genome sequencing of cultured E. coli as part of the US Food and Drug Administration surveillance project for the rapid detection of foodborne contamination events.","collected_by:E. coli Reference Center -Pennsylvania State University, University Park, PA",99.6,98.7,,,,"Good","2019-07-14T15:14:53.918Z","2019-07-14T15:14:53.918Z"
"562.45707","Escherichia coli strain BH214",,562,"Complete","BH214",,,,"MLST.Escherichia_coli_1.10,MLST.Escherichia_coli_2.2","genotype:dcm6 thr1 hisG4 leuB6 rpsL ara14 supE44 lacY1 tonA31 tsx78 galK2 galE2 xyl5 thi1 mtl1 ung- tdg-",,,"2019-03-21T00:00:00Z",,"PRJNA448166","SAMN08824587","GCA_004358945.1",,"CP029240",,"Wayne State University",,"Illumina MiSeq","75.0x","Velvet v. 1.2.10",1,,1,4592928,50.83148,4734,4643,,,,"1998",,"USA",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Whole genome mapping of uracils created by human APOBEC3A suggests a targeting mechanism involving binding to RNA secondary structure","sample_type:whole organism",99.9,99.1,,,,"Good","2019-07-14T15:16:10.958Z","2019-07-14T15:16:10.958Z"
"562.45708","Escherichia coli strain CJ236",,562,"Complete","CJ236",,,,"MLST.Escherichia_coli_1.10,MLST.Escherichia_coli_2.262","genotype:F CmR ung dut",,,"2019-03-21T00:00:00Z",,"PRJNA448166","SAMN08823450","GCA_004358965.1",,"CP029238",,"Wayne State University",,"Illumina","145.0x","Velvet v. 1.2.10",1,,1,4641652,50.79071,4743,4673,,,,"1983",,"USA",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Whole genome mapping of uracils created by human APOBEC3A suggests a targeting mechanism involving binding to RNA secondary structure","sample_type:whole organism",100,99.8,,,,"Good","2019-07-14T15:16:33.552Z","2019-07-14T15:16:33.552Z"
"562.45709","Escherichia coli strain BH212",,562,"Complete","BH212",,,,"MLST.Escherichia_coli_2.2,MLST.Escherichia_coli_1.10","genotype:dcm6 thr1 hisG4 leuB6 rpsL ara14 supE44 lacY1 tonA31 tsx78 galK2 galE2 xyl5 thi1 mtl1 ung- (lambdaUP81)",,,"2019-03-21T00:00:00Z",,"PRJNA448166","SAMN08824586","GCA_004358985.1",,"CP029239",,"Wayne State University",,"PacBio","267.0x","HGAP v. 2; HGAP v. 3",1,,1,4697181,50.82823,4886,4772,,,,"1995",,"USA",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Whole genome mapping of uracils created by human APOBEC3A suggests a targeting mechanism involving binding to RNA secondary structure","sample_type:whole organism",100,99.3,,,,"Good","2019-07-14T15:16:42.157Z","2019-07-14T15:16:42.157Z"
"562.45839","Escherichia coli strain 2 HS-C",,562,"Complete","2 HS-C",,,,"MLST.Escherichia_coli_1.46",,,,"2019-03-31T00:00:00Z",,"PRJNA523709","SAMN10986381","GCA_004526255.1",,"CP038180,CP038181,CP038182",,"University of Bern",,"Oxford Nanopore MiniION; Illumina NovaSeq","40.0x","Canu v. 1.7.1; Pilon v. 1.22",1,2,3,4689713,50.673763,4760,4497,,,,"2018-06",,"Tanzania",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Escherichia coli and Klebsiella pneumoniae multidrug-resistant colonizing healthy people from Tanzania","sample_type:rectal swab",99.6,98.9,,,,"Good","2019-07-14T16:14:20.889Z","2019-07-14T16:14:20.889Z"
